epoch,step,train_loss
0,49,7.320082187652588
0,99,7.672476291656494
0,149,7.519032955169678
0,199,7.418696880340576
0,249,6.476363658905029
0,299,6.586493015289307
0,349,6.920904159545898
0,399,6.720674514770508
0,449,6.820946216583252
1,499,6.781558513641357
1,549,6.742038249969482
1,599,7.042643070220947
1,649,6.5819244384765625
1,699,6.827642440795898
1,749,7.379604339599609
1,799,6.841150283813477
1,849,7.078525066375732
1,899,6.425414562225342
2,949,6.297922611236572
2,999,6.944677352905273
2,1049,7.40459680557251
2,1099,6.885599136352539
2,1149,6.5326995849609375
2,1199,6.335578441619873
2,1249,7.619553089141846
2,1299,6.195491790771484
2,1349,6.49017333984375
2,1399,6.6065897941589355
