epoch,step,train_loss
0,49,7.428140163421631
0,99,7.313313961029053
0,149,6.840512752532959
0,199,6.974203109741211
0,249,6.718775272369385
0,299,6.797708034515381
0,349,7.021726608276367
0,399,7.326129913330078
0,449,6.761484622955322
1,499,6.476991176605225
1,549,7.256851673126221
1,599,6.710363388061523
1,649,7.121208190917969
1,699,7.006795406341553
1,749,7.149708271026611
1,799,7.60451078414917
1,849,6.3909993171691895
1,899,6.605539798736572
2,949,6.497321605682373
2,999,6.426681041717529
2,1049,7.637998104095459
2,1099,6.138695240020752
2,1149,6.442132949829102
2,1199,5.843526363372803
2,1249,6.925086498260498
2,1299,6.731581211090088
2,1349,6.808339595794678
2,1399,7.587264537811279
