epoch,step,train_loss
0,49,7.343803882598877
0,99,7.162343502044678
0,149,6.945442199707031
0,199,7.460805892944336
0,249,6.894616603851318
0,299,6.679696559906006
0,349,6.988283157348633
0,399,7.45088005065918
0,449,6.921006679534912
1,499,6.330012798309326
1,549,6.489633083343506
1,599,6.4890522956848145
1,649,7.823375701904297
1,699,6.228603363037109
1,749,6.767703533172607
1,799,7.004894733428955
1,849,7.183050155639648
1,899,6.812206268310547
2,949,6.723346710205078
2,999,7.320078372955322
2,1049,6.830507755279541
2,1099,6.220241069793701
2,1149,6.282695293426514
2,1199,6.583774566650391
2,1249,6.497107982635498
2,1299,6.627736568450928
2,1349,6.837756633758545
2,1399,6.741931915283203
